Generic Name,Shortage Status,Revision Date,Created Date,NDC Codes
Lutetium Lu 177 Dotatate Injection,Resolved Shortages,"Sep 14, 2022","May 05, 2022",69488-0003-01
Mafenide Acetate Powder for Solution,Discontinued Drugs,"Nov 13, 2023","Aug 28, 2018",49884-0902-78;50742-0310-25;51079-0624-85
Magnesium Citrate Oral Solution,Current Shortages,"Jul 18, 2025","Aug 03, 2022",46122-0740-38;46122-0741-38;69452-0389-98;69452-0390-98;71399-0051-01
Magnesium Sulfate Injection,Current Shortages,"Jul 29, 2025","May 29, 2015",00264-4204-52;00264-4205-52;00264-4206-54;00264-4400-54;00338-1708-40;00338-1709-40;00338-1715-40;00338-1719-40;00409-1754-10;00409-2050-20;00409-2168-77;00409-3164-12;00409-4121-50;00409-5239-60;00409-6727-50;00409-6729-23;00409-6729-24;00409-6730-60;25021-0612-81;25021-0612-82;44567-0410-24;44567-0420-24;44567-0421-24;44567-0424-24;47335-0992-01;47335-0992-02;63323-0064-03;63323-0064-11;63323-0106-01;63323-0106-05;63323-0106-10;63323-0106-15;63323-0107-05;63323-0108-01;63323-0642-20;63323-0642-50;70121-1719-09;70121-1720-09;83634-0500-81;83634-0500-82;83634-0501-81
Mannitol Injection,Resolved Shortages,"Dec 19, 2016","Aug 05, 2015",00264-7578-10;00264-7578-20;00338-0351-04;00338-0357-02;00338-0357-03;00409-4031-01;00409-7715-02;00409-7715-03;00517-4050-25;63323-0024-25
Mannitol Injection,Resolved Shortages,"Nov 19, 2019","Aug 16, 2017",00264-7578-10;00264-7578-20;00338-0351-04;00338-0357-02;00338-0357-03;00409-4031-01;00409-7715-02;00409-7715-03;63323-0024-25
Mannitol Injection,Resolved Shortages,"Jan 31, 2024","Sep 17, 2021",00264-7578-10;00338-0353-03;00338-0357-03;00409-4031-01;00990-7715-02;00990-7715-03;63323-0024-25
Mannitol Injection,Current Shortages,"Aug 06, 2025","Oct 09, 2024",00264-7578-10;00338-0353-03;00338-0357-03;00409-4031-01;00990-7715-02;00990-7715-03;63323-0024-25
Maprotiline Tablets,Discontinued Drugs,"Sep 10, 2021","Sep 02, 2020",00378-0060-01;00378-0087-01;00378-0092-01
Mefloquine Hydrochloride Tablets,Current Shortages,"Jul 29, 2025","Oct 09, 2024",00555-0171-78;62135-0973-25
Megestrol Acetate Tablets,Current Shortages,"Jul 16, 2025","May 23, 2025",00555-0606-02;00555-0607-02;00904-7236-61;64380-0158-01;64380-0159-01;64380-0159-03
Melphalan Injection,Resolved Shortages,"Jun 06, 2022","Jan 28, 2019",42023-0129-01;43598-0392-48;45963-0686-02;52609-3001-00;63323-0760-20;67457-0195-01;70860-0214-61;71288-0112-90;72893-0001-01
Melphalan Tablets,Resolved Shortages,"Apr 12, 2018","Dec 28, 2016",47781-0200-50;52609-0001-05
Melphalan Tablets,Discontinued Drugs,"Jul 14, 2023","Sep 18, 2018",47781-0200-50;52609-0001-05
Memantine Hydrochloride Extended-Release Capsules,Resolved Shortages,"May 26, 2016","Aug 04, 2015",00456-3400-29;00456-3407-33;00456-3414-33;00456-3414-63;00456-3414-90;00456-3421-33;00456-3428-33;00456-3428-63;00456-3428-90
Meningococcal Vaccines,Resolved Shortages,"Mar 20, 2017","Sep 21, 2015",00005-0100-05;00005-0100-10;46028-0114-01;46028-0114-02;46028-0208-01;49281-0489-01;49281-0589-05;58160-0801-11
Menotropins - Follicle Stimulating Hormone and Luteinizing Hormone,Resolved Shortages,"Jul 12, 2021","Dec 10, 2020",55566-7501-02
Menotropins - Follicle Stimulating Hormone and Luteinizing Hormone,Current Shortages,"Oct 31, 2022","Oct 31, 2022",55566-7501-02
Meperidine Hydrochloride Injection,Resolved Shortages,"Apr 16, 2021","Sep 19, 2017",00409-1176-30;00409-1178-30;00409-1179-30;00409-1180-69;00409-1181-30;00409-1201-20;00409-1255-02;00641-6052-25;00641-6053-25;00641-6054-25
Meperidine Hydrochloride Injection,Resolved Shortages,"May 10, 2023","Sep 26, 2022",00409-1176-30;00409-1178-30;00409-1179-30;00409-1180-69;00409-1181-30;00409-1362-01;00409-1418-01;00641-6052-25;00641-6053-25;00641-6054-25
Meperidine Hydrochloride Injection,Current Shortages,"Aug 07, 2025","Mar 20, 2024",00409-1176-30;00409-1178-30;00409-1179-30;00409-1180-69;00409-1181-30;00409-1362-01;00409-1418-01;00641-6052-25;00641-6053-25;00641-6054-25
Mepivacaine Injection,Resolved Shortages,"Jan 08, 2024","Jun 09, 2017",63323-0260-37;63323-0283-57;63323-0293-37;63323-0294-27;63323-0296-57
Mercaptopurine Tablets,Resolved Shortages,"May 26, 2016","Aug 28, 2015",00054-4581-11;00054-4581-27;00093-5510-06;00378-3547-25;00378-3547-52;57844-0522-06
Mercaptopurine Tablets,Current Shortages,"Aug 06, 2025","Jan 08, 2024",00054-4581-11;00054-4581-27;00378-3547-25;00378-3547-52;69076-0913-02;69076-0913-25
Meropenem Injection,Resolved Shortages,"May 17, 2016","Aug 06, 2015",00264-3183-11;00264-3185-11;00310-0321-30;00310-0325-20;00409-3505-01;00409-3506-01;63323-0507-20;63323-0508-30
Meropenem Injection,Resolved Shortages,"Sep 22, 2020","Sep 25, 2018",00069-0313-10;00069-0314-10;00264-3183-11;00264-3185-11;00409-1390-51;00409-1391-22;00781-3000-95;00781-3098-95;44567-0400-10;44567-0401-10;55150-0207-20;55150-0208-30;63323-0507-20;63323-0508-30;70121-1453-07;70121-1454-07
Mesna Injection,Resolved Shortages,"May 26, 2016","Aug 28, 2015",00338-1305-01;00338-1305-03;00703-4805-03;10019-0953-01;10019-0953-02;25021-0201-10;25021-0201-11;63323-0733-10;63323-0733-11;67457-0148-10
Mesna Injection,Resolved Shortages,"Aug 12, 2025","Feb 21, 2024",00143-9260-01;00338-1305-01;10019-0953-01;25021-0201-10;25021-0201-11;63323-0733-11
Metformin Oral Solution,Resolved Shortages,"Sep 24, 2021","May 18, 2021",42571-0360-07
Methadone Hydrochloride Oral Solution,Current Shortages,"Jun 04, 2025","Mar 06, 2025",00054-0391-68;00054-0392-68;00054-3553-44;00054-3555-63;00054-3556-63;66689-0694-79;66689-0695-79
Methadone Injection,Resolved Shortages,"Jun 07, 2019","Oct 30, 2017",17478-0380-20
Methadone Injection,Resolved Shortages,"Feb 23, 2023","Feb 12, 2020",17478-0380-20;67457-0217-20
Methenamine Hippurate Tablets,Resolved Shortages,"May 04, 2022","Mar 12, 2020",30698-0477-01;42571-0332-01;47781-0577-01
Methocarbamol Tablets,Resolved Shortages,"Aug 07, 2020","May 08, 2018",00603-4485-21;00603-4485-28;00603-4486-21;00603-4486-28;00603-4486-32;31722-0533-01;31722-0533-05;31722-0534-01;31722-0534-05;43547-0226-10;43547-0226-50;43547-0405-10;43547-0405-50;52244-0429-10;52244-0449-10;62207-0754-43;62207-0754-47;62207-0770-43;62207-0770-47;69543-0134-10;69543-0134-50;69543-0135-10;69543-0135-50;76385-0123-01;76385-0123-50;76385-0124-01;76385-0124-50
Methohexital Injection,Resolved Shortages,"Nov 03, 2021","May 19, 2021",42023-0105-01
Methohexital Injection,Resolved Shortages,"Dec 27, 2023","Nov 29, 2023",42023-0105-01
Methohexital Injection,Resolved Shortages,"Dec 15, 2024","Sep 17, 2024",42023-0105-01
METHOTREXATE INJECTION,Resolved Shortages,"May 26, 2016","Jun 17, 2015",00703-3671-03;00703-3675-01;00703-3678-01;16729-0277-03;16729-0277-30;16729-0277-35;54436-0010-04;54436-0015-04;54436-0020-04;54436-0025-04;61703-0350-38;61703-0408-41;63323-0122-50;63323-0123-10;66758-0041-01;67457-0466-10;67457-0467-99;67457-0480-40;67457-0485-99;67457-0486-99
Methotrexate Injection,Resolved Shortages,"Dec 01, 2021","Dec 16, 2016",00143-9519-10;00143-9830-01;00703-3671-01;00703-3675-01;00703-3678-01;16729-0277-03;16729-0277-30;16729-0277-35;61703-0350-38;61703-0408-41;63323-0122-50;63323-0123-10;67457-0466-10;67457-0480-40
Methotrexate Injection,Current Shortages,"May 22, 2025","Feb 02, 2023",00143-9519-10;00143-9830-01;00703-3671-01;00703-3675-01;00703-3678-01;16729-0277-03;16729-0277-30;16729-0277-35;61703-0350-38;61703-0408-41;63323-0122-50;63323-0123-10
Methyldopa Tablets,Discontinued Drugs,"Nov 02, 2023","Aug 28, 2018",00378-0421-01;00378-0611-01;16729-0030-01;16729-0030-16;16729-0031-01;16729-0031-16
Methyldopa Tablets,Resolved Shortages,"Nov 17, 2023","Nov 10, 2023",00378-0421-01;00378-0611-01;16729-0030-01;16729-0030-16;16729-0031-01;16729-0031-16;62135-0321-18;62135-0321-90;62135-0322-18;62135-0322-90
Methyldopate Injection,Discontinued Drugs,"Sep 24, 2018","Jul 28, 2015",00517-8905-10
Methylene Blue,Resolved Shortages,"Jan 13, 2020","Jun 08, 2015",00517-0374-01;17478-0504-10
Methylphenidate Extended Release Oral Presentations,Current Shortages,"Aug 08, 2025","Dec 15, 2022",00078-0370-05;00078-0371-05;00078-0372-05;00078-0424-05;00093-5292-01;00093-5293-01;00093-5295-01;00093-5296-01;00093-5297-01;00093-5298-01;00093-5346-01;00093-5347-01;00093-5348-01;00115-1736-01;00115-1737-01;00115-1738-01;00115-1739-01;00115-1740-01;00115-1741-01;00406-0127-01;00406-0136-01;00406-0154-01;00406-1445-01;00406-1473-01;00527-4579-37;00527-4580-37;00527-4581-37;00527-4582-37;00527-4583-37;00527-4584-37;00591-3854-19;00591-3862-19;00591-3869-19;00591-3873-19;00591-3891-19;00591-3895-19;00591-3902-19;00781-2363-01;00781-2383-01;00781-2384-01;00781-2386-01;10702-0075-01;10702-0076-01;13811-0700-30;13811-0706-10;13811-0707-10;13811-0708-10;13811-0709-10;13811-0710-30;13811-0711-30;24478-0074-01;24478-0075-01;24478-0076-01;24478-0321-02;24478-0322-04;24478-0323-05;24478-0324-06;31722-0952-01;31722-0953-01;31722-0954-01;31722-0955-01;42858-0075-45;42858-0076-45;42858-0077-45;42858-0078-45;42858-0079-45;42858-0080-45;42858-0081-45;42858-0401-45;42858-0402-45;42858-0403-45;42858-0404-45;42858-0405-45;42858-0406-45;42858-0407-45;43598-0438-01;43598-0439-01;43598-0440-01;43598-0441-01;50458-0585-01;50458-0586-01;50458-0587-01;50458-0588-01;57664-0606-88;57664-0607-88;57664-0608-88;57664-0609-88;62037-0725-01;62037-0726-01;62037-0727-01;62037-0734-01;62175-0310-37;62175-0311-37;62175-0312-37;62175-0313-37;68025-0084-30;68025-0088-30;68025-0089-30;68025-0095-10;68025-0096-10;68025-0097-10;68025-0098-10;69654-0579-30;69654-0580-30;69654-0581-30;69654-0582-30;69654-0583-30;69654-0584-30;70165-0100-30;70165-0200-30;70165-0300-30;71376-0201-03;71376-0202-03;71376-0203-03;71376-0204-03;71376-0205-03
Methylphenidate Extended-Release Oral Suspension and Chewable Tablets,Resolved Shortages,"May 22, 2019","Jan 06, 2018",24478-0074-01;24478-0075-01;24478-0076-01;24478-0321-02;24478-0322-04;24478-0323-05;24478-0324-06
Methylphenidate Hydrochloride Chewable Tablets,Resolved Shortages,"Sep 15, 2017","Jul 09, 2015",43386-0570-01;43386-0571-01;43386-0572-01;59630-0760-10;59630-0761-10;59630-0762-10
Methylphenidate Hydrochloride Extended Release Oral Presentations,Resolved Shortages,"May 17, 2016","May 06, 2015",00078-0370-05;00078-0371-05;00078-0372-05;00078-0424-05;00078-0658-15;00093-5292-01;00093-5293-01;00093-5295-01;00093-5296-01;00093-5297-01;00093-5298-01;00093-5346-01;00093-5347-01;00093-5348-01;00406-0127-01;00406-0136-01;00406-0154-01;00406-1445-01;00406-1473-01;00591-2715-01;00591-2716-01;00591-2717-01;00591-2718-01;45963-0200-11;50458-0585-01;50458-0586-01;50458-0587-01;50458-0588-01;53014-0579-07;53014-0580-07;53014-0581-07;53014-0582-07;53014-0583-07;53014-0584-07;53014-0594-01;53014-0594-07;62175-0151-37;62175-0152-37;62175-0153-37;62175-0154-37;62175-0155-37;62175-0156-37;62175-0310-37;62175-0311-37;62175-0312-37;62175-0313-37;67767-0200-01;67767-0201-01;67767-0202-01
Methylphenidate Hydrochloride Transdermal,Resolved Shortages,"Jul 07, 2017","Nov 18, 2015",68968-5552-30;68968-5553-30;68968-5554-30;68968-5555-30
Methylphenidate Immediate-Release Tablets,Current Shortages,"Jul 03, 2025","Jul 31, 2023",00078-0439-05;00115-1800-01;00115-1801-01;00115-1802-01;10702-0100-01;10702-0101-01;10702-0102-01;16729-0478-01;16729-0479-01;16729-0480-01;31722-0173-01;31722-0174-01;31722-0175-01;43547-0486-10;43547-0487-10;43547-0488-10;57664-0228-88;57664-0229-88;57664-0230-88;66758-0274-01;66758-0275-01
Methylphenidate Transdermal System,Current Shortages,"May 25, 2025","Feb 28, 2025",00378-8260-93;00378-8261-93;00378-8262-93;00378-8263-93;00574-2410-65;00574-2415-65;00574-2420-65;00574-2430-65;68968-5552-03;68968-5553-03;68968-5554-03;68968-5555-03
Methylprednisolone Acetate Injection,Resolved Shortages,"Jun 27, 2017","Aug 06, 2015",00009-0274-01;00009-0280-02;00009-0280-03;00009-0280-51;00009-0280-52;00009-0306-02;00009-0306-12;00009-3073-01;00009-3073-03;00009-3475-01;00009-3475-03;00781-3131-71;00781-3131-95;00781-3132-71;00781-3132-95;00781-3136-70;00781-3137-75
Methylprednisolone Acetate Injection,Resolved Shortages,"Aug 08, 2023","Aug 20, 2021",00009-0274-01;00009-0280-02;00009-0280-03;00009-0280-51;00009-0280-52;00009-0306-02;00009-0306-12;00009-3073-01;00009-3073-03;00009-3475-01;00009-3475-03;25021-0820-05;25021-0820-10;25021-0821-05;55150-0313-01;55150-0314-01;70121-1573-01;70121-1573-05;70121-1574-01;70121-1574-05
Methylprednisolone Sodium Succinate Injection,Resolved Shortages,"Sep 26, 2016","Jan 28, 2016",00009-0003-02;00009-0018-20;00009-0039-28;00009-0047-22;00009-0698-01;00009-0758-01;00009-0796-01;63323-0255-03;63323-0258-03;63323-0265-30
Methylprednisolone Sodium Succinate Injection,Current Shortages,"Aug 07, 2025","Mar 23, 2023",00009-0003-02;00009-0018-20;00009-0039-28;00009-0047-22;00009-0698-01;00009-0758-01;00009-0850-01;00143-9753-25;00143-9754-25;00143-9850-01;00143-9851-01;43598-0127-25;43598-0128-11;43598-0129-25;43598-0130-74;63323-0255-03;63323-0258-03;63323-0265-30
Metoclopramide Injection,Resolved Shortages,"Sep 24, 2019","Jul 16, 2017",00409-3414-01;00703-4502-04;23155-0240-41;76045-0101-20
Metoclopramide Injection,Resolved Shortages,"Jun 05, 2022","Aug 11, 2021",00409-3414-01;00703-4502-04;23155-0240-41;76045-0101-20
Metoprolol Injection,Resolved Shortages,"Jul 08, 2016","Jul 29, 2015",00143-9660-10;00143-9873-10;00143-9873-25;00409-1778-05;00409-1778-35;00409-2285-05;00517-1355-25;00781-3071-95;25021-0303-05;36000-0033-10;63323-0660-05
Metoprolol Injection,Current Shortages,"Aug 12, 2025","Nov 07, 2017",00143-9660-10;00143-9873-25;00409-1778-05;25021-0303-05;36000-0033-10;63323-0660-05;72611-0740-10
Metronidazole Hydrochloride Injection,Resolved Shortages,"Oct 14, 2020","May 08, 2017",00264-5535-32;00338-1055-48;00409-7811-24;00409-7811-37;25021-0131-82
Metronidazole Hydrochloride Injection,Current Shortages,"Aug 12, 2025","Oct 20, 2021",00264-5535-32;00338-1055-48;00409-0152-24;00409-7811-37;25021-0131-82;44567-0750-24;47335-0993-01;80830-2465-09
Mexiletine Hydrochloride Capsules,Resolved Shortages,"Apr 16, 2021","Aug 10, 2020",00093-8739-01;00093-8740-01;00093-8741-01;00527-4107-37;00527-4108-37;00527-4109-37
MIDAZOLAM INJECTION,Resolved Shortages,"May 26, 2016","Jun 02, 2015",00409-2305-05;00409-2305-17;00409-2306-12;00409-2306-62;00409-2307-60;00409-2308-01;00409-2308-02;00409-2587-05;00409-2596-03;00409-2596-05;00641-6056-10;00641-6057-10;00641-6057-25;00641-6059-10;00641-6060-10;00641-6061-10;00641-6061-25;00641-6063-10;00641-6063-25;17478-0523-02;17478-0523-10;17478-0523-55;17478-0524-01;17478-0524-02;17478-0524-05;17478-0524-10;25021-0655-02;25021-0655-05;25021-0656-01;25021-0656-02;25021-0660-10;25021-0661-05;25021-0661-10;57664-0634-44;63323-0411-10;63323-0411-12;63323-0411-25;63323-0412-02;63323-0412-05;63323-0412-10;63323-0412-25;64679-0762-02;64679-0763-04;65293-0411-25;65293-0412-10;65293-0413-10;65293-0414-10;65293-0415-10;65293-0416-25;65293-0417-25;76045-0001-20;76045-0002-10;76045-0003-20
Midazolam Injection,Current Shortages,"Aug 12, 2025","Jun 14, 2019",00143-9379-10;00143-9380-10;00409-0001-25;00409-2305-05;00409-2308-01;00409-2308-02;00409-2587-05;00409-2596-03;00409-2596-05;00641-6056-10;00641-6057-25;00641-6059-10;00641-6060-10;00641-6061-25;00641-6063-25;00641-6219-10;00641-6220-10;23155-0600-41;23155-0601-41;23155-0601-42;25021-0655-02;25021-0661-10;44567-0610-10;44567-0611-10;63323-0411-10;63323-0411-12;63323-0411-25;63323-0412-02;63323-0412-10;63323-0412-25;70069-0816-10;70069-0817-10;76045-0001-20;76045-0002-10
Midodrine Tablets,Resolved Shortages,"Oct 09, 2019","Jun 13, 2018",00115-4211-01;00185-0040-01;00185-0043-01;00185-0043-05;00185-0149-01;00245-0211-11;00245-0212-11;00245-0213-11;51079-0453-20;60505-1320-01;60505-1321-01;60505-1325-01
Midostaurin Capsules,Resolved Shortages,"Apr 29, 2024","Dec 13, 2023",00078-0698-19;00078-0698-99
Milrinone Injection,Resolved Shortages,"May 17, 2016","Jun 01, 2015",00143-9708-01;00143-9709-10;00143-9710-10;00143-9718-10;00143-9719-10;00338-6010-48;00338-6011-37;00409-0212-01;00409-0212-02;00409-0212-03;00409-2776-02;00409-2776-23;63323-0617-10;63323-0617-20;63323-0617-50
Mineral Oil and Petrolatum Ophthalmic Ointment,Resolved Shortages,"Nov 05, 2021","Jun 06, 2018",00023-0240-04;00023-0312-04;00023-0312-07;00065-0509-35;00065-0518-01;00904-6488-38;10119-0223-99
Minoxidil 2.5 mg Tablets,Current Shortages,"Aug 15, 2025","Nov 28, 2023",00591-5642-01;49884-0256-01;53489-0386-01
Misoprostol Tablets,Resolved Shortages,"Sep 07, 2022","Nov 25, 2020",00025-1451-34;00025-1451-60;00025-1461-31;00025-1461-60;43386-0160-06;43386-0160-12;43386-0161-01;43386-0161-06;59762-5007-01;59762-5007-02;59762-5008-01;59762-5008-02
Mitomycin Injection,Current Shortages,"Aug 06, 2025","Mar 03, 2023",00143-9279-01;00143-9280-01;16729-0108-11;16729-0115-05;16729-0116-38;25021-0250-20;25021-0251-50;25021-0252-51;55150-0450-01;55150-0451-01;55150-0452-01;65219-0564-20;65219-0566-20;65219-0568-00;71288-0137-20;71288-0138-50;71288-0139-51;72819-0152-95;72819-0153-02;72819-0154-04
Mitomycin Kit for Ophthalmic Use,Resolved Shortages,"Oct 09, 2018","Aug 29, 2018",49771-0002-03
Mitoxantrone Hydrochloride Injection,Resolved Shortages,"Nov 14, 2019","Sep 24, 2015",00703-4680-01;00703-4685-01;00703-4686-01;61703-0343-18;61703-0343-65;61703-0343-66;63323-0132-10;63323-0132-12;63323-0132-15
Mometasone Furoate Aerosol for Oral Inhalation,Current Shortages,"Aug 14, 2025","Jul 29, 2025",78206-0111-01;78206-0112-01;78206-0113-01
Mometasone Furoate Monohydrate Nasal Spray,Resolved Shortages,"May 26, 2016","Sep 23, 2015",00085-1288-01
Mometasone Furoate Oral Inhalers,Resolved Shortages,"Oct 07, 2024","Jan 18, 2024",78206-0111-01;78206-0112-01;78206-0113-01;78206-0114-01;78206-0114-02;78206-0114-03;78206-0114-04;78206-0115-01
Morphine Injection,Current Shortages,"Aug 18, 2025","Jun 03, 2015",00409-1890-01;00409-1890-23;00409-1891-01;00409-1893-23;00409-1896-20;00409-2022-01;00409-3814-12;00409-3815-12;00641-6019-10;00641-6020-10;00641-6039-01;00641-6040-01;00641-6125-25;00641-6126-25;00641-6127-25;00641-6191-10;00641-6192-10;63323-0451-01;63323-0452-01;63323-0454-01;63323-0455-01;63323-0458-01;66794-0160-02;66794-0162-02;76045-0004-11;76045-0005-11
Morphine Oral Solution,Current Shortages,"Jul 16, 2025","Feb 19, 2025",00054-0237-49;00054-0237-63;00054-0238-49;00054-0238-63;00054-0517-41;00054-0517-44;00054-0517-50
Morphine PCA Vials,Resolved Shortages,"Aug 01, 2016","Dec 10, 2015",00409-2029-02;00409-6028-04
Morphine PCA Vials,Resolved Shortages,"Aug 15, 2022","Jun 08, 2018",00409-2029-02;00409-6028-04;76329-1911-01
Morphine PCA Vials,Resolved Shortages,"Aug 28, 2023","Jan 17, 2023",76329-1911-01
Morphine Sulfate Extended-Release Tablets,Current Shortages,"Aug 14, 2025","Dec 12, 2024",00228-4270-11;00228-4271-11;00228-4311-11;00228-4323-11;00228-4347-11;00904-6557-61;00904-6558-61;00904-6559-61;00904-6560-61;42858-0515-01;42858-0631-01;42858-0760-01;42858-0799-01;42858-0801-01;42858-0802-01;42858-0803-01;42858-0804-01;42858-0805-01;42858-0900-01;63304-0450-01;63304-0451-01;63304-0452-01;63304-0453-01;63304-0758-01
Morphine Sulfate Immediate-Release Tablets,Resolved Shortages,"Sep 23, 2019","Dec 20, 2018",00054-0235-24;00054-0235-25;00054-0236-24;00054-0236-25
Morphine Sulfate Immediate-Release Tablets,Current Shortages,"Aug 14, 2025","Apr 06, 2025",00054-0235-24;00054-0235-25;00054-0236-24;00054-0236-25;00832-0273-11;00832-0274-11;67877-0670-01;67877-0671-01
Morrhuate Sodium Injection,Discontinued Drugs,"Sep 24, 2018","Jun 02, 2015",00517-3065-01
Moxifloxacin Injection,Resolved Shortages,"Sep 25, 2018","Oct 30, 2017",50419-0537-01;63323-0850-74;67457-0323-25
Moxifloxacin Tablets,Current Shortages,"Jul 22, 2025","Dec 06, 2023",00093-7387-56;00904-7407-04;00904-7407-06;57237-0156-30
Multiple Electrolytes Large Volume Solutions for Injection,Resolved Shortages,"Mar 20, 2019","Feb 01, 2018",00338-0179-03;00338-0179-04;00338-0221-03;00338-0221-04;00409-7670-03;00409-7670-09;00409-7967-09
Multiple Electrolytes Large Volume Solutions for Injection,Resolved Shortages,"May 04, 2022","Aug 18, 2021",00409-7670-03;00409-7670-09;00409-7967-09
Multiple Vitamin Oral Liquid,Resolved Shortages,"Aug 08, 2018","Feb 07, 2018",00005-4344-62;00536-1153-59;00904-5023-09
Multiple Vitamins for Infusion,Resolved Shortages,"Aug 11, 2023","Jun 16, 2015",05464-3564-61;05464-3564-70;05464-3564-91;05464-3565-02
Multivitamin Oral Liquid,Discontinued Drugs,"Nov 15, 2016","Nov 14, 2016",54838-0008-70;54838-0008-80;54838-0009-70;54838-0009-80
